	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
GUCY2D_E419_R	0.05847	0.05947	0.0443	0.04393	0.05519	0.05714	0.04453	0.04463	0.03591	0.07229	0.04703	0.05457	0.04734	0.05926	0.03853	0.05389	0.03309	0.06148	0.1029	0.04988	0.05095	0.05691	0.04785	0.04432	0.10043	0.04614	0.04981	0.03762	0.0424	0.06303	0.05666	0.04711	0.08962	0.03936	0.03628	0.04526	0.0642	0.06873	0.05997	0.05548	0.04813	0.04637	0.05078	0.08446	0.05033	0.04769	0.03433	0.07571	0.08005	0.04555	0.71908	0.06058	0.08074	0.77532	0.05028	0.02958	0.06496	0.04343	0.03367	0.08639	0.06824	0.19486	0.05256	0.17133	0.04778	0.28591	0.05796	0.04105	0.05148	0.14095	0.06299	0.18785	0.0485	0.05791	0.07087	0.03413	0.08916	0.05068	0.05257	0.06002	0.06735	0.05134	0.09004	0.04355	0.11309	0.06579	0.05081	0.47904	0.07984	0.19146	0.4091	0.56052	0.60341	0.05111
GUCY2D_P48_R	0.37388	0.24517	0.32863	0.28538	0.3068	0.2326	0.17487	0.37873	0.22537	0.28042	0.19103	0.27351	0.21866	0.22147	0.23263	0.20146	0.21266	0.18958	0.26186	0.26397	0.30818	0.21716	0.22071	0.20352	0.33218	0.19352	0.26493	0.25675	0.22704	0.24653	0.20156	0.24595	0.22445	0.26681	0.23495	0.23063	0.22146	0.24149	0.26617	0.26685	0.30068	0.27822	0.30452	0.45338	0.29938	0.2985	0.0746	0.1028	0.18338	0.17594	0.34519	0.23781	0.36665	0.67894	0.18338	0.1535	0.18292	0.19214	0.2843	0.18101	0.21518	0.34429	0.44017	0.47578	0.27109	0.27301	0.52546	0.18124	0.2145	0.28162	0.21341	0.29164	0.19261	0.2576	0.21386	0.17142	0.26955	0.19665	0.24408	0.20289	0.25521	0.23188	0.24699	0.27428	0.29266	0.46477	0.16994	0.45421	0.26987	0.35156	0.42523	0.38829	0.4559	0.62861
H19_P1411_R	0.88269	0.8341	0.85203	0.85024	0.86519	0.8466	0.69509	0.86019	0.8257	0.81842	0.77962	0.82429	0.81103	0.78302	0.85066	0.83618	0.79803	0.82948	0.79836	0.8357	0.85257	0.81586	0.81952	0.83778	0.73852	0.7571	0.82067	0.78783	0.82993	0.80402	0.82311	0.80765	0.85095	0.84434	0.87745	0.8529	0.81952	0.82201	0.82729	0.80781	0.85489	0.84717	0.86619	0.77768	0.84432	0.83776	0.66369	0.85383	0.85575	0.79961	0.6527	0.85983	0.81	0.67379	0.89659	0.59824	0.81811	0.71376	0.50463	0.81245	0.32914	0.85728	0.82458	0.68822	0.80074	0.82731	0.84561	0.76801	0.27922	0.84455	0.73586	0.82876	0.68106	0.87841	0.84306	0.8644	0.89187	0.62372	0.84044	0.62399	0.85534	0.80149	0.81531	0.83791	0.62492	0.84818	0.81447	0.76443	0.79598	0.64231	0.67523	0.93263	0.79457	0.72996
H19_P541_F	0.25644	0.20072	0.28731	0.303	0.24782	0.22188	0.17914	0.71386	0.66002	0.23731	0.57956	0.23606	0.2374	0.23211	0.31572	0.18199	0.16636	0.2172	0.2855	0.38042	0.66349	0.22772	0.62824	0.69592	0.20465	0.21205	0.2057	0.23249	0.69091	0.21513	0.18311	0.25026	0.22885	0.24946	0.19208	0.68516	0.19689	0.6388	0.24254	0.23908	0.28541	0.28095	0.25496	0.21554	0.30638	0.33575	0.61353	0.14278	0.20831	0.20023	0.18726	0.19577	0.17934	0.14787	0.76263	0.10445	0.188	0.55997	0.07763	0.21824	0.09669	0.16625	0.16199	0.14859	0.24118	0.15821	0.15031	0.59457	0.02954	0.58779	0.62387	0.27428	0.13466	0.23607	0.21675	0.71979	0.25037	0.10944	0.14456	0.52928	0.24237	0.24781	0.19449	0.29698	0.4355	0.20529	0.23354	0.18069	0.21342	0.12675	0.17036	0.50645	0.14532	0.16785
HBEGF_P32_R	0.08087	0.05943	0.03976	0.06196	0.07161	0.08558	0.05444	0.08743	0.05285	0.06477	0.05866	0.05288	0.06253	0.06218	0.05375	0.04197	0.05898	0.05706	0.09768	0.03835	0.08421	0.05947	0.05235	0.04401	0.05847	0.05766	0.04491	0.07104	0.04715	0.05784	0.0366	0.0452	0.0537	0.07519	0.05716	0.06618	0.05486	0.11979	0.04234	0.0779	0.07496	0.08156	0.05667	0.05064	0.07044	0.06163	0.03495	0.05585	0.04106	0.04627	0.04735	0.05893	0.06476	0.04001	0.06042	0.04551	0.04091	0.07258	0.03981	0.06562	0.03307	0.05457	0.04481	0.05606	0.10011	0.03875	0.05999	0.05524	0.02622	0.06093	0.04767	0.06093	0.05164	0.05253	0.05171	0.04382	0.06349	0.06444	0.04422	0.06572	0.0727	0.0948	0.07015	0.06203	0.08851	0.05518	0.05342	0.06021	0.11273	0.08522	0.06459	0.05998	0.07818	0.04129
HBII-13_E48_F	0.94006	0.88235	0.91983	0.93339	0.94562	0.90325	0.78666	0.88667	0.91078	0.89138	0.92292	0.91594	0.88653	0.85129	0.91849	0.88517	0.89301	0.89662	0.89199	0.86275	0.92179	0.90606	0.91023	0.87992	0.89374	0.92006	0.89425	0.92169	0.89725	0.88133	0.90052	0.88197	0.93037	0.91488	0.91561	0.92438	0.91672	0.91125	0.90708	0.90921	0.92804	0.9364	0.89438	0.95204	0.92576	0.9209	0.91358	0.91387	0.90317	0.9	0.88916	0.92624	0.83083	0.82069	0.91191	0.83649	0.921	0.85258	0.8531	0.91147	0.94979	0.9123	0.83478	0.86695	0.88126	0.90263	0.8014	0.90247	0.80393	0.92629	0.93284	0.92741	0.89516	0.93915	0.9255	0.85705	0.9298	0.90883	0.85679	0.91258	0.92189	0.87453	0.89179	0.91448	0.86505	0.89958	0.89831	0.86276	0.8931	0.91084	0.85173	0.8985	0.88644	0.87206
HBII-13_P991_R	0.87396	0.82551	0.87351	0.84402	0.89014	0.8331	0.72226	0.85401	0.87033	0.83456	0.85053	0.84348	0.81891	0.83098	0.86117	0.84146	0.8419	0.88676	0.81832	0.88202	0.83412	0.85985	0.86909	0.87767	0.86447	0.87744	0.86856	0.83203	0.88416	0.79892	0.8511	0.89149	0.89087	0.84186	0.88623	0.88319	0.832	0.86757	0.89499	0.88997	0.86004	0.87313	0.86699	0.88979	0.86018	0.87435	0.85722	0.91065	0.89906	0.858	0.82085	0.88516	0.84434	0.77445	0.91249	0.83381	0.88572	0.83227	0.71618	0.8872	0.94814	0.88236	0.82442	0.83146	0.84643	0.86912	0.8177	0.87662	0.70308	0.88648	0.92109	0.87972	0.87937	0.90604	0.84289	0.85941	0.8898	0.88907	0.82713	0.89108	0.87857	0.82672	0.81782	0.72571	0.83004	0.84184	0.87867	0.81141	0.84681	0.86028	0.80039	0.85615	0.81117	0.89657
HBII-52_E142_F	0.5978	0.50342	0.67039	0.6598	0.60628	0.33149	0.36987	0.55364	0.63729	0.42831	0.55863	0.59336	0.59616	0.5689	0.60335	0.58054	0.28931	0.37553	0.55347	0.62276	0.66527	0.55647	0.58634	0.54843	0.45298	0.60831	0.66445	0.56599	0.66003	0.56096	0.44013	0.68446	0.6315	0.54816	0.51031	0.58735	0.47736	0.58462	0.55514	0.63957	0.42822	0.62526	0.60365	0.3411	0.66456	0.61863	0.82189	0.46295	0.49271	0.53767	0.58271	0.50938	0.19029	0.43658	0.59941	0.28357	0.4345	0.41082	0.33128	0.40055	0.11776	0.41723	0.5679	0.08142	0.1951	0.36509	0.60191	0.70518	0.23753	0.47527	0.36905	0.34918	0.34792	0.67212	0.59906	0.55228	0.57291	0.27341	0.44738	0.25453	0.50301	0.45521	0.52405	0.60566	0.34906	0.29003	0.68266	0.28976	0.4708	0.36024	0.091	0.18535	0.42417	0.24561
HBII-52_P563_F	0.87556	0.84297	0.88068	0.87785	0.87316	0.79918	0.74741	0.78561	0.8709	0.84731	0.85344	0.85232	0.81754	0.82313	0.86898	0.86375	0.86046	0.87405	0.82355	0.86184	0.88199	0.85513	0.87628	0.87122	0.86769	0.87291	0.85192	0.84311	0.8731	0.82619	0.86354	0.83692	0.88749	0.85152	0.90074	0.88987	0.85627	0.87096	0.88228	0.87213	0.87773	0.88499	0.88412	0.89938	0.87603	0.85006	0.83973	0.83392	0.84428	0.83428	0.83536	0.87149	0.6388	0.83011	0.83509	0.47867	0.85488	0.81898	0.63246	0.82952	0.36779	0.71103	0.87665	0.70496	0.50955	0.81604	0.88443	0.87955	0.77655	0.86215	0.86287	0.85768	0.85322	0.87823	0.85933	0.85383	0.87072	0.5738	0.79952	0.48926	0.86091	0.84284	0.8113	0.85294	0.64822	0.74965	0.85751	0.74083	0.83289	0.83217	0.7831	0.81545	0.6428	0.84758
HBII-52_P659_F	0.94819	0.91439	0.93805	0.92542	0.94308	0.92144	0.90529	0.89447	0.928	0.90687	0.90583	0.91282	0.90777	0.85713	0.9356	0.92937	0.90901	0.91888	0.89671	0.92019	0.92208	0.92569	0.9262	0.90665	0.93134	0.93964	0.9218	0.91828	0.93187	0.90235	0.92289	0.93096	0.94977	0.91565	0.92452	0.9297	0.91674	0.91575	0.93666	0.92416	0.92967	0.94397	0.94062	0.94873	0.93408	0.92378	0.7889	0.9579	0.92135	0.90082	0.90243	0.92187	0.76855	0.8759	0.92353	0.63927	0.92775	0.8761	0.9158	0.90928	0.52332	0.88864	0.93559	0.81542	0.7028	0.89044	0.9291	0.91521	0.87826	0.92385	0.92931	0.921	0.87914	0.94999	0.9199	0.91214	0.9327	0.75447	0.89699	0.85764	0.93164	0.88835	0.88818	0.90554	0.84828	0.87426	0.92547	0.89301	0.9121	0.88814	0.87961	0.88598	0.88794	0.89889
HCK_P46_R	0.10837	0.10112	0.12136	0.13134	0.11746	0.09298	0.06746	0.08021	0.06804	0.10682	0.07225	0.13461	0.09637	0.0909	0.07406	0.06214	0.09137	0.08014	0.14836	0.12955	0.12697	0.08103	0.09268	0.06197	0.06992	0.08283	0.07495	0.09474	0.07975	0.11083	0.07748	0.09141	0.09717	0.12436	0.0924	0.0758	0.07645	0.07298	0.08535	0.13002	0.10563	0.12634	0.1181	0.12924	0.11379	0.12159	0.0465	0.07088	0.0608	0.07529	0.09128	0.07104	0.03906	0.05623	0.06905	0.05388	0.06186	0.07823	0.05518	0.07717	0.03156	0.06156	0.10203	0.15862	0.12973	0.05725	0.57062	0.07328	0.02453	0.08844	0.06555	0.10329	0.06741	0.09684	0.07715	0.06062	0.23687	0.08959	0.06446	0.78451	0.34495	0.09537	0.1049	0.11479	0.08824	0.09555	0.08231	0.40469	0.20259	0.06967	0.18299	0.06999	0.12599	0.14167
HCK_P858_F	0.27153	0.36924	0.40222	0.40251	0.38459	0.33994	0.22032	0.87678	0.3038	0.28833	0.29774	0.3782	0.25298	0.31163	0.38446	0.29174	0.38624	0.41016	0.28502	0.41716	0.41501	0.36391	0.38308	0.29483	0.78177	0.29629	0.29031	0.35727	0.30866	0.2442	0.42177	0.35246	0.27517	0.37647	0.42429	0.36606	0.31691	0.3019	0.32767	0.34865	0.36916	0.38463	0.42688	0.21347	0.38186	0.34561	0.66039	0.47449	0.49523	0.39676	0.9241	0.64398	0.91555	0.92678	0.85355	0.7885	0.39902	0.92495	0.53736	0.84616	0.54479	0.75929	0.63743	0.74037	0.90143	0.75561	0.90043	0.84765	0.8239	0.70558	0.76371	0.69161	0.62688	0.35015	0.5369	0.8523	0.62831	0.74144	0.40465	0.88355	0.6591	0.61607	0.35123	0.49101	0.59839	0.6942	0.39126	0.71893	0.45372	0.74485	0.79422	0.91236	0.94033	0.39146
HDAC11_P556_F	0.03486	0.03596	0.03539	0.03072	0.03954	0.03792	0.03807	0.03819	0.03167	0.04665	0.02711	0.03723	0.0323	0.03927	0.02788	0.03421	0.0248	0.03646	0.04126	0.04252	0.03112	0.03282	0.03698	0.03026	0.03675	0.03293	0.03228	0.03014	0.03556	0.04543	0.04331	0.03694	0.03207	0.03297	0.03609	0.03289	0.03264	0.036	0.03521	0.04606	0.03932	0.03908	0.04156	0.02782	0.02812	0.03089	0.05062	0.0309	0.04065	0.03194	0.05435	0.03306	0.04245	0.03558	0.03884	0.05124	0.02867	0.04109	0.04451	0.02997	0.03406	0.04369	0.04489	0.04047	0.04943	0.03086	0.03823	0.03232	0.02708	0.04043	0.03866	0.04609	0.04258	0.03292	0.03149	0.03017	0.04456	0.04088	0.0345	0.04261	0.02892	0.03702	0.04722	0.04025	0.05646	0.04924	0.0426	0.04287	0.04911	0.03633	0.04325	0.05092	0.04482	0.03098
HDAC1_P414_R	0.53396	0.30522	0.4562	0.3819	0.34612	0.44008	0.38263	0.3987	0.37139	0.39375	0.37571	0.51561	0.53452	0.3412	0.45188	0.48646	0.41566	0.48444	0.46266	0.51169	0.50156	0.54243	0.50397	0.44535	0.35405	0.38016	0.53927	0.47735	0.52767	0.43692	0.49864	0.4682	0.51093	0.38387	0.40853	0.54444	0.28833	0.45657	0.50784	0.39653	0.47164	0.51217	0.56458	0.37273	0.51273	0.48039	0.1073	0.35927	0.18923	0.27244	0.10665	0.22784	0.23058	0.1096	0.44888	0.13975	0.19218	0.2962	0.12736	0.2282	0.15947	0.27445	0.17474	0.19555	0.31773	0.20434	0.23226	0.23764	0.14566	0.3042	0.17908	0.35646	0.29946	0.79529	0.55018	0.27165	0.31202	0.23451	0.28566	0.27533	0.20443	0.4058	0.38347	0.32567	0.17058	0.19512	0.33561	0.34989	0.46068	0.14229	0.23426	0.44739	0.2514	0.56982
HDAC5_E298_F	0.42344	0.31147	0.45122	0.37959	0.47062	0.40198	0.26905	0.39916	0.31041	0.37529	0.30846	0.34808	0.33245	0.32764	0.35196	0.31349	0.28758	0.32997	0.45151	0.39706	0.43993	0.34355	0.30695	0.33228	0.30222	0.40811	0.32522	0.34998	0.36651	0.38829	0.33652	0.32555	0.3906	0.43968	0.34639	0.34877	0.28758	0.32791	0.41666	0.38741	0.37529	0.41541	0.39213	0.49388	0.39592	0.45245	0.62673	0.42754	0.3013	0.36549	0.36714	0.40852	0.36206	0.31662	0.3368	0.24783	0.2988	0.33335	0.36619	0.40696	0.28456	0.39438	0.35696	0.34168	0.45476	0.32902	0.39582	0.34447	0.2205	0.38151	0.40025	0.38999	0.32732	0.44307	0.32458	0.57301	0.34552	0.35102	0.30608	0.44999	0.37312	0.37484	0.40378	0.41579	0.41993	0.40852	0.29929	0.39439	0.45211	0.37822	0.38383	0.41358	0.31304	0.35693
HDAC7A_P344_F	0.96011	0.93275	0.95169	0.94253	0.9583	0.93591	0.89512	0.93655	0.92193	0.92955	0.93709	0.92722	0.9271	0.90269	0.94078	0.92099	0.93083	0.93365	0.92303	0.94033	0.93965	0.94113	0.92228	0.93406	0.94356	0.92556	0.92871	0.93666	0.91729	0.91104	0.92166	0.9289	0.95299	0.94506	0.9342	0.94711	0.92762	0.94212	0.94843	0.94063	0.95008	0.95624	0.94147	0.94116	0.94704	0.94319	0.97437	0.95575	0.9287	0.94007	0.94402	0.95103	0.94957	0.93869	0.94248	0.91507	0.94916	0.94856	0.95086	0.92638	0.5706	0.91893	0.94452	0.93542	0.934	0.93381	0.95524	0.95508	0.93534	0.92406	0.96461	0.935	0.95929	0.94752	0.92638	0.95211	0.94274	0.96326	0.93838	0.95168	0.966	0.91711	0.91275	0.93449	0.93366	0.93886	0.91727	0.9259	0.93201	0.9201	0.91677	0.95602	0.94711	0.9088
HDAC9_E38_F	0.15884	0.19026	0.18273	0.14124	0.14634	0.12366	0.12493	0.47152	0.07422	0.133	0.18816	0.14858	0.17799	0.12564	0.16706	0.1854	0.13507	0.16602	0.15859	0.21451	0.19626	0.21607	0.19163	0.11575	0.2579	0.16016	0.17882	0.16207	0.11295	0.08459	0.15287	0.12585	0.1483	0.15989	0.13778	0.24547	0.10915	0.22835	0.2194	0.17029	0.1617	0.13958	0.17634	0.12837	0.15117	0.12373	0.21295	0.19393	0.28101	0.1865	0.05749	0.18054	0.07344	0.52551	0.44906	0.07282	0.11043	0.05574	0.72785	0.18981	0.0575	0.40428	0.21077	0.33716	0.21767	0.10451	0.48077	0.47132	0.22452	0.18118	0.36818	0.27282	0.23225	0.10834	0.08535	0.1335	0.2749	0.15112	0.38153	0.85965	0.15684	0.15381	0.21377	0.04325	0.55351	0.4253	0.12872	0.35776	0.18894	0.71309	0.54595	0.07538	0.11974	0.59004
HDAC9_P137_R	0.25211	0.24229	0.27379	0.1767	0.20221	0.19834	0.19525	0.44454	0.12885	0.16756	0.24567	0.27211	0.28085	0.19858	0.2276	0.2544	0.21973	0.21489	0.24754	0.22712	0.30452	0.35702	0.29811	0.22892	0.29727	0.26703	0.24436	0.2619	0.19103	0.14728	0.21224	0.22518	0.16905	0.26451	0.26368	0.38298	0.20053	0.36848	0.34955	0.27283	0.23852	0.19998	0.24161	0.23661	0.29736	0.18506	0.11294	0.25806	0.26253	0.24681	0.06377	0.22866	0.07113	0.60895	0.48237	0.0807	0.1503	0.07141	0.83061	0.28696	0.04211	0.4424	0.17012	0.45444	0.13012	0.16407	0.26909	0.49258	0.11885	0.16912	0.32567	0.32908	0.34167	0.10533	0.11646	0.08905	0.31239	0.10874	0.47161	0.59789	0.19666	0.30049	0.28449	0.06861	0.51606	0.41477	0.23201	0.41602	0.27351	0.71416	0.58276	0.09796	0.10878	0.43448
HFE_E273_R	0.02466	0.03208	0.02775	0.02792	0.04088	0.03061	0.10203	0.04988	0.02967	0.03802	0.0432	0.02638	0.04181	0.03815	0.02418	0.02612	0.01862	0.02355	0.03865	0.03541	0.04331	0.02688	0.02715	0.03016	0.0261	0.03194	0.03098	0.03479	0.03392	0.04276	0.02828	0.02543	0.02225	0.02879	0.02258	0.02861	0.02825	0.03174	0.02842	0.04468	0.02064	0.03107	0.02845	0.05451	0.02698	0.02941	0.02587	0.02431	0.02541	0.03559	0.03251	0.0286	0.04521	0.02531	0.02306	0.0226	0.024	0.02469	0.03133	0.0286	0.17506	0.02591	0.0402	0.02656	0.04157	0.02776	0.03332	0.02458	0.03518	0.02931	0.03744	0.03557	0.02286	0.02479	0.03265	0.02529	0.03338	0.02631	0.02377	0.60696	0.02941	0.03457	0.04526	0.04076	0.03753	0.03298	0.03976	0.04066	0.03724	0.0257	0.03287	0.04021	0.04538	0.03421
HGF_E102_R	0.3148	0.32718	0.20507	0.27866	0.37759	0.22851	0.17612	0.27508	0.1389	0.44894	0.3234	0.27802	0.32238	0.25401	0.30294	0.29651	0.24813	0.25768	0.3846	0.30215	0.33677	0.42609	0.42429	0.25557	0.44352	0.44337	0.31263	0.2631	0.14	0.14236	0.2789	0.20813	0.278	0.30094	0.22466	0.36153	0.35611	0.33432	0.42445	0.33677	0.32835	0.26725	0.2592	0.37442	0.29427	0.27504	0.53384	0.46773	0.60138	0.23804	0.18836	0.37179	0.11823	0.9125	0.15415	0.09731	0.57351	0.10249	0.25819	0.38758	0.42233	0.32979	0.48649	0.53641	0.1971	0.47956	0.75769	0.46864	0.77075	0.62995	0.2366	0.4052	0.32361	0.21295	0.33393	0.1524	0.44759	0.16351	0.2997	0.86919	0.37848	0.32952	0.50229	0.07983	0.22054	0.23863	0.56515	0.32254	0.59469	0.19674	0.64097	0.15531	0.19403	0.56339
HGF_P1293_R	0.9631	0.93164	0.95837	0.95493	0.95788	0.94377	0.9076	0.9414	0.94212	0.93367	0.94952	0.94083	0.94668	0.92127	0.94577	0.93976	0.94187	0.94319	0.93892	0.9362	0.95359	0.94572	0.93107	0.95009	0.94963	0.94605	0.95236	0.94576	0.93697	0.91617	0.94092	0.94104	0.95416	0.9516	0.94977	0.96259	0.92117	0.95237	0.95558	0.9491	0.95417	0.96087	0.9573	0.96467	0.96501	0.95606	0.93162	0.94517	0.89098	0.91304	0.94844	0.95019	0.94693	0.9092	0.94508	0.91298	0.95164	0.86805	0.79702	0.91951	0.96145	0.9342	0.78929	0.91782	0.91876	0.91786	0.94215	0.95672	0.94511	0.91211	0.88165	0.9425	0.84486	0.96504	0.94527	0.95465	0.9418	0.83607	0.86509	0.9557	0.9421	0.91861	0.92596	0.92615	0.92873	0.64564	0.93536	0.94196	0.93584	0.89589	0.9361	0.94442	0.93152	0.95339
HHIP_E94_F	0.18245	0.1457	0.13732	0.13288	0.13973	0.138	0.09749	0.09947	0.13177	0.16987	0.10504	0.17382	0.12967	0.12712	0.14277	0.1291	0.12604	0.16395	0.17898	0.09576	0.17532	0.14558	0.12025	0.12427	0.12756	0.10162	0.09886	0.10559	0.17005	0.12057	0.13662	0.15025	0.1409	0.17465	0.14743	0.0929	0.12935	0.13046	0.15214	0.11739	0.13401	0.17561	0.16977	0.11899	0.11968	0.16774	0.10101	0.28725	0.20064	0.11528	0.16765	0.16763	0.15258	0.11847	0.15555	0.067	0.15555	0.19762	0.17535	0.11804	0.1997	0.27065	0.10682	0.10517	0.11155	0.17482	0.16696	0.13261	0.05619	0.24548	0.12036	0.17694	0.14427	0.10488	0.18949	0.12688	0.19818	0.20312	0.12482	0.78657	0.17719	0.22807	0.18244	0.16599	0.26863	0.17344	0.14385	0.60629	0.23565	0.08481	0.19973	0.25762	0.15774	0.16264
HHIP_P307_R	0.22893	0.13615	0.12562	0.12278	0.17591	0.12994	0.08227	0.19513	0.0893	0.13984	0.11551	0.11331	0.11522	0.0977	0.17298	0.13771	0.09156	0.13736	0.19084	0.0914	0.15163	0.10755	0.14074	0.1273	0.09913	0.15647	0.1185	0.11597	0.1646	0.13565	0.11991	0.12278	0.16745	0.14114	0.10569	0.13827	0.10309	0.11709	0.1843	0.18813	0.12274	0.12584	0.12191	0.1584	0.12698	0.12774	0.15255	0.20939	0.14975	0.1438	0.0913	0.12604	0.19467	0.07844	0.25933	0.06221	0.13482	0.1097	0.14642	0.18185	0.07758	0.34009	0.13426	0.12548	0.11799	0.20119	0.10864	0.11473	0.05442	0.28521	0.21695	0.13394	0.13952	0.14365	0.12811	0.18147	0.3015	0.13232	0.17403	0.18519	0.14019	0.10652	0.27051	0.10903	0.49328	0.17288	0.15063	0.32841	0.14511	0.07219	0.11908	0.13303	0.17486	0.07472
HHIP_P578_R	0.34314	0.21654	0.1307	0.23641	0.21575	0.171	0.09539	0.24358	0.12448	0.17368	0.23092	0.0829	0.09631	0.10966	0.25333	0.16315	0.09066	0.1163	0.1757	0.09697	0.16017	0.12484	0.13277	0.15166	0.18862	0.20722	0.12685	0.13451	0.13197	0.17685	0.11193	0.14025	0.24352	0.19263	0.08214	0.13626	0.14424	0.14033	0.23239	0.20197	0.24956	0.18944	0.1544	0.12539	0.11634	0.16721	0.03888	0.22757	0.21074	0.1582	0.61618	0.21748	0.63597	0.07801	0.2622	0.3021	0.23699	0.17812	0.45658	0.22496	0.03902	0.2838	0.14708	0.27672	0.27231	0.28949	0.10313	0.1849	0.29192	0.19388	0.26626	0.16708	0.16415	0.14885	0.1656	0.4285	0.21982	0.25751	0.18756	0.17382	0.21919	0.16621	0.25919	0.16397	0.4823	0.22941	0.16381	0.26258	0.15514	0.09797	0.24467	0.27212	0.38779	0.07957
HIC-1_seq_48_S103_R	0.7603	0.83982	0.89262	0.86163	0.78888	0.84707	0.52524	0.89052	0.85554	0.7927	0.56852	0.86444	0.6537	0.82927	0.85167	0.81627	0.87992	0.89864	0.79615	0.85966	0.8484	0.80629	0.84178	0.75073	0.84252	0.84494	0.69609	0.75109	0.86577	0.80198	0.87493	0.88465	0.8116	0.85503	0.88386	0.78074	0.81775	0.76689	0.82293	0.81188	0.81238	0.82196	0.87711	0.87249	0.85586	0.77714	0.75513	0.68721	0.79787	0.79517	0.37258	0.75879	0.89776	0.44597	0.89484	0.74327	0.80012	0.93314	0.56981	0.84521	0.94445	0.89025	0.70601	0.8709	0.89137	0.80985	0.89203	0.57678	0.3042	0.84602	0.78357	0.86022	0.90671	0.64226	0.77385	0.84694	0.84411	0.38681	0.73333	0.94575	0.81625	0.74444	0.72686	0.76404	0.74395	0.55147	0.65982	0.80911	0.75078	0.52569	0.79811	0.91844	0.88004	0.3071
HIC1_E151_F	0.07134	0.05771	0.06944	0.07291	0.08827	0.06281	0.04429	0.06563	0.05503	0.07974	0.05849	0.07726	0.06223	0.08095	0.04821	0.04631	0.03296	0.04613	0.0737	0.0606	0.0664	0.04967	0.06249	0.05198	0.03682	0.06254	0.07292	0.06939	0.07699	0.06887	0.07735	0.04908	0.04935	0.06168	0.0665	0.06757	0.05555	0.06764	0.0622	0.07883	0.07936	0.07775	0.06796	0.14452	0.08603	0.07148	0.04438	0.08387	0.07053	0.0496	0.10149	0.10555	0.07151	0.06605	0.04349	0.03461	0.04179	0.04091	0.07733	0.05565	0.0401	0.06956	0.06623	0.08399	0.13867	0.06087	0.03702	0.08894	0.03184	0.06402	0.10177	0.1197	0.09852	0.05995	0.0511	0.04611	0.07485	0.06708	0.07211	0.67712	0.04956	0.05636	0.095	0.08088	0.08494	0.06841	0.06363	0.06786	0.07195	0.07881	0.05331	0.05354	0.10996	0.09364
HIC1_P565_R	0.0746	0.05903	0.07645	0.05186	0.06358	0.06764	0.05449	0.0541	0.06945	0.06298	0.0585	0.06535	0.06006	0.06081	0.06868	0.07016	0.05666	0.06846	0.08146	0.06579	0.05824	0.0653	0.09331	0.07418	0.05381	0.06437	0.06215	0.05603	0.05613	0.06345	0.06307	0.06353	0.07004	0.06417	0.06125	0.09451	0.04953	0.08445	0.07041	0.07763	0.0656	0.07528	0.06716	0.06752	0.05404	0.06503	0.40969	0.08348	0.05712	0.04734	0.08318	0.05731	0.05252	0.09494	0.06447	0.0728	0.04299	0.05099	0.04717	0.05049	0.06512	0.07216	0.07351	0.0543	0.61464	0.0927	0.09758	0.05829	0.03286	0.05723	0.06961	0.0594	0.06707	0.0685	0.04162	0.03786	0.06446	0.0577	0.04928	0.85115	0.0453	0.07017	0.07499	0.05743	0.11133	0.06484	0.0597	0.06032	0.09927	0.10403	0.11972	0.05895	0.07385	0.12453
HIC2_P498_F	0.0631	0.04912	0.05051	0.03739	0.05458	0.05122	0.04289	0.05008	0.0396	0.09336	0.02969	0.05366	0.03612	0.05468	0.03977	0.04136	0.04656	0.05654	0.06098	0.04057	0.04475	0.04495	0.04204	0.03695	0.08688	0.04897	0.041	0.03887	0.0476	0.04206	0.04954	0.0428	0.07139	0.0321	0.0366	0.05318	0.07513	0.04794	0.04408	0.05451	0.04491	0.04454	0.05654	0.05602	0.03904	0.03958	0.02936	0.04049	0.14181	0.05205	0.04331	0.05296	0.04366	0.28892	0.0426	0.11865	0.08927	0.04314	0.06082	0.15802	0.03287	0.06709	0.07697	0.0729	0.05045	0.08528	0.37634	0.04246	0.02023	0.20546	0.08253	0.08353	0.04434	0.05725	0.08035	0.03015	0.1397	0.08087	0.07721	0.64913	0.10933	0.04269	0.07995	0.0364	0.26199	0.06669	0.06663	0.27977	0.10146	0.06281	0.2746	0.04111	0.05812	0.03112
