	logFC	AveExpr	t	P.Value	adj.P.Val	B
TNFRSF10D	0.0365840425531915	0.100885425531915	1.58343361732018	0.116700409627143	0.188289736541273	-5.89759020957759
IL12A	0.0119087234042553	0.0434703191489362	1.57901065780077	0.117711916773898	0.189523589271182	-5.90443104510943
CDC25B	0.0369140425531915	0.0870789361702128	1.57234062814222	0.119250523073876	0.191599166779784	-5.91471304513462
TJP1	0.0146059574468085	0.0823153191489362	1.56294423358625	0.121445152858213	0.19446591912808	-5.92912776621122
ALOX12	-0.0520659574468085	0.669317234042553	-1.56253610003194	0.12154119945505	0.19446591912808	-5.92975201409768
TGFBI	0.0413744680851064	0.331321489361702	1.54566016236768	0.125565744136536	0.200196561205766	-5.95542857135087
FZD9	0.05027	0.413378404255319	1.54533548087803	0.125644195965077	0.200196561205766	-5.95591997479781
HPN	0.0407723404255319	0.485737872340426	1.54403424064073	0.125959000287237	0.200282633997098	-5.95788840988333
LYN	-0.0149004255319149	0.144462340425532	-1.5396736114108	0.12701850484961	0.201550024224174	-5.9644734122501
NQO1	0.00378127659574468	0.0469455319148936	1.53583600885676	0.127956748293844	0.20262017049417	-5.97025394942771
NRAS	0.00473936170212766	0.0466584042553191	1.53114512795346	0.129111035007623	0.204027314579948	-5.97730114533332
LAT	-0.0387965957446809	0.683129787234043	-1.53002664412342	0.129387470605994	0.204044306828344	-5.97897843804334
GRB10	0.00821106382978724	0.100803404255319	1.51515208645572	0.133108315221955	0.209481938709961	-6.00117365679148
RHOH	-0.0376742553191489	0.791609042553192	-1.51244798904435	0.133793694447803	0.209835375188733	-6.00518643757305
AXL	0.016436170212766	0.137153617021277	1.51211084507656	0.133879340940728	0.209835375188733	-6.00568626839549
CHI3L2	-0.0295882978723405	0.720053723404255	-1.50430583421321	0.135874160274186	0.212528218107078	-6.01722788132027
CHFR	0.0231210638297872	0.190324787234043	1.49222185380677	0.139008519440995	0.2169889083957	-6.0349847491079
ALK	0.0197785106382979	0.134177765957447	1.48651455300896	0.140508424523455	0.218885334754592	-6.04332391047946
XPC	-0.00761106382978719	0.884466382978723	-1.47708665990002	0.143013782295073	0.222337216199628	-6.05703262067809
CASP3	-0.00461531914893617	0.0579734042553191	-1.47234042466136	0.144288154897936	0.223865258508313	-6.06390243353321
BCAM	0.00617851063829787	0.041313085106383	1.46816427945301	0.145416756573004	0.225161429532393	-6.06992963199837
ELK3	0.0255114893617021	0.214040212765957	1.46405630672257	0.146533624433895	0.226434252646341	-6.07584249474419
SEMA3C	0.0139808510638298	0.108327446808511	1.4620501813179	0.147081463794461	0.226824426092662	-6.0787242875596
EPHB6	0.0214946808510638	0.13423329787234	1.45903014079568	0.147909185777619	0.22764379694832	-6.08305544925242
SEPT9.	0.0482627659574468	0.311590531914894	1.45636333115472	0.148643098229137	0.228315798879954	-6.08687291593841
UGT1A7	-0.00299106382978722	0.967642765957447	-1.45513552766317	0.148981941203929	0.228379502683867	-6.08862824075809
FGFR3	0.00289042553191489	0.0469473404255319	1.44617238883132	0.15147372160313	0.231361378234055	-6.10139949574064
HCK	0.0296248936170213	0.11130585106383	1.44597251481088	0.151529652671523	0.231361378234055	-6.10168342934994
LMO2	-0.027401914893617	0.886650744680851	-1.44368522228769	0.152170847989097	0.231879387411957	-6.10493000074836
PPARG	0.011913829787234	0.0485392553191489	1.43132675131323	0.155671652867868	0.236744216638658	-6.12238651862023
MTA1	-0.0138123404255319	0.132272340425532	-1.41923102202309	0.159157854227863	0.241567652266796	-6.13933283372809
GSTM2	0.0170631914893617	0.121510106382979	1.40664304951769	0.162849346597789	0.246683033899609	-6.15682253007358
ABCA1	0.006	0.0335410638297872	1.39207031515847	0.167204429628915	0.25278149991143	-6.17688331646819
HTR2A	-0.0100074468085106	0.889673085106383	-1.38755396897158	0.168572041120701	0.254073912342262	-6.18305983782579
GATA6	-0.00894319148936169	0.114457127659574	-1.38706388310013	0.168720957414783	0.254073912342262	-6.18372891752466
STK11	0.0223042553191489	0.38926	1.38403327426781	0.169644059567621	0.254964066042921	-6.18786135682574
SOD3	-0.0112206382978723	0.938718617021277	-1.37156831200649	0.173481291361973	0.260221937042959	-6.20476694063415
HLA-DPB1	-0.02617	0.318828617021277	-1.36847739236062	0.174442926075645	0.261154322078159	-6.20893627197304
JUNB	0.00562340425531914	0.0975068085106383	1.35649708519962	0.17820843031958	0.266272518454158	-6.22501106972202
TBX1	-0.0171163829787233	0.829177765957447	-1.35210535530629	0.179604076417053	0.267459149939304	-6.23086972732618
TSP50	0.019885744680851	0.811427978723404	1.35117273590227	0.17990151306392	0.267459149939304	-6.23211150959908
ICAM1	0.0280823404255319	0.109558191489362	1.3500746416387	0.18025220057195	0.267459149939304	-6.23357256554856
UBA52	0.00883595744680851	0.0990415957446809	1.3496260082642	0.180395624568437	0.267459149939304	-6.23416916058248
CD82	0.0177331914893617	0.16469085106383	1.34298538966318	0.182528654177172	0.269707181537479	-6.24297758927269
CSF1	0.0210942553191489	0.0672128723404255	1.34272017212338	0.182614237499335	0.269707181537479	-6.2433285184712
MYCL1	-0.00768893617021276	0.0852714893617021	-1.33221407038621	0.186028826988854	0.274192067679088	-6.25717628302355
LAMB1	-0.0103814893617021	0.182871595744681	-1.33118782601439	0.18636492100063	0.274192067679088	-6.25852333137974
PDGFB	-0.0232851063829787	0.333924680851064	-1.32691831358505	0.187768077214085	0.275728266348791	-6.26411676646584
MEG3	0.0317495744680851	0.480184574468085	1.32134429073636	0.189611859432033	0.277904404663744	-6.27139318554718
SGCE	0.0137140425531915	0.129144893617021	1.31662466163309	0.191183594913309	0.27967428741604	-6.27753120000422
GLI3	-0.00904702127659577	0.923820957446808	-1.30845540274491	0.193927120960524	0.283148343911944	-6.28810554233874
ZNF264	0.0192157446808511	0.0907312765957447	1.30228120987923	0.196020040785398	0.285661084104717	-6.29605536856502
CD81	0.0281425531914894	0.180798723404255	1.29648689247882	0.19799944565869	0.287999193685367	-6.30348309287978
DDB2	-0.0121793617021277	0.163206063829787	-1.2925903714151	0.199338871968262	0.289116898238956	-6.3084600712252
ESR2	0.0292689361702128	0.0867191489361702	1.29206269557851	0.199520776128446	0.289116898238956	-6.3091329541017
SHB	0.00469170212765957	0.0302347872340426	1.28816519186401	0.200868168852986	0.290309955411348	-6.31409477226307
IL1B	-0.00782255319148933	0.903387872340426	-1.28646290495185	0.201458772919343	0.290309955411348	-6.3162573746139
IGF2AS	0.015193829787234	0.31802414893617	1.28640716606592	0.201478133117511	0.290309955411348	-6.31632813919527
IL8	-0.0162317021276596	0.173857340425532	-1.28317451227565	0.202603314526377	0.291384542240182	-6.32042716672454
VIM	0.00295297872340426	0.0349507446808511	1.27510440032968	0.205432547312235	0.294901301562236	-6.33061667380789
BMPR2	0.00223744680851064	0.0290870212765957	1.26777340935922	0.20802785301429	0.298069759542863	-6.33981913874889
EFNB3	0.0142170212765957	0.55823170212766	1.26483971395591	0.209073175857819	0.299009681673752	-6.34348739597663
CSTB	-0.00651510638297872	0.0702790425531915	-1.26167203646398	0.210206206169495	0.30007131289623	-6.3474390021935
MYCN	0.0178193617021277	0.0833790425531915	1.25746208540676	0.211719021629469	0.301670145846813	-6.35267600116922
CYP1A1	0.00407085106382979	0.0571098936170213	1.24238484534166	0.217202501761887	0.308910224728017	-6.37129260484616
MLH3	0.0173287234042553	0.0468690425531915	1.23923671936027	0.218360437093075	0.309983023451907	-6.37515233971525
GRB7	0.0256772340425532	0.239229042553191	1.23618898458569	0.219485734407857	0.31100561628272	-6.37887996458545
CDK10	0.00429191489361702	0.0805808510638298	1.23381590630566	0.220364856869756	0.311676261650042	-6.38177627993392
OAT	-0.0160982978723404	0.308031489361702	-1.23243156004552	0.220878880819495	0.311829008215757	-6.38346337162874
PRKAR1A	-0.00400617021276596	0.0608979787234043	-1.2224142658931	0.224624464228474	0.316535024821043	-6.39561673204328
TNFRSF10A	-0.0176729787234043	0.14610414893617	-1.21403942100205	0.227791141102977	0.320409517155836	-6.40570368948866
INHA	0.0161893617021277	0.125325744680851	1.21243458747992	0.228401629828555	0.320413305654494	-6.40762893803151
ITGA2	0.00422340425531914	0.062113829787234	1.211339709713	0.22881880707179	0.320413305654494	-6.40894099911491
ITGA6	-0.0176210638297873	0.318998191489362	-1.21074549545633	0.229045448963955	0.320413305654494	-6.40965260273024
IGFBP5	-0.00681446808510639	0.0934514893617021	-1.20748297137476	0.230292715861573	0.321572374148524	-6.41355362283037
GADD45A	-0.0291448936170213	0.36905414893617	-1.19664785592765	0.234470183645525	0.326811435643853	-6.42643602629648
HSD17B12	0.0167195744680851	0.0541382978723404	1.19513165138788	0.235059077857185	0.327038717018692	-6.42822973744131
MLH1	0.0222463829787234	0.0509131914893617	1.19199498364781	0.236280736120239	0.328143951790856	-6.43193350001785
HOXB13	-0.0241440425531915	0.302044787234043	-1.18586305047895	0.23868214340426	0.330880660892548	-6.43914678873576
RASA1	0.00212297872340425	0.0363817021276596	1.17665635501786	0.24232048060866	0.335073399811995	-6.44990928012037
PTGS1	0.0211293617021277	0.149911489361702	1.17600550023719	0.242579180072226	0.335073399811995	-6.45066703874981
CTLA4	-0.0101744680851065	0.873754042553191	-1.17396607870916	0.243391079979217	0.335591291605096	-6.45303880266451
DAPK1	0.013743829787234	0.254309574468085	1.16888972665913	0.245420411445504	0.337782931881984	-6.45892503744724
BMP3	0.0156227659574468	0.169564361702128	1.16624553727027	0.246482221255423	0.338617774651722	-6.46198127082019
CTGF	0.0191170212765957	0.0661572340425532	1.16518554141687	0.246908794016881	0.338617774651722	-6.46320455844314
GPX1	0.00224744680851064	0.0359981914893617	1.16399164342947	0.24738988174915	0.338672779292953	-6.46458108211084
PPP2R1B	-0.00335127659574468	0.0437935106382979	-1.16119457743664	0.248519585195901	0.339613952723224	-6.46780063662525
PPAT	0.0191431914893617	0.509899680851064	1.14471894521512	0.255248319931352	0.348189537668345	-6.4866121173528
BCR	0.0282906382978723	0.604571276595745	1.13855223258984	0.257799644078535	0.351046323851622	-6.49358591127712
MYBL2	0.0121685106382979	0.0532914893617021	1.13128023001059	0.260831282177884	0.354545884447106	-6.50176257720389
IRF7	0.0142761702127659	0.251752765957447	1.12137836726778	0.264999442847107	0.359023646827522	-6.51281430575831
BMP4	0.0189059574468085	0.227865319148936	1.12123430723546	0.265060426759382	0.359023646827522	-6.51297439712061
FOLR1	-0.0156906382978722	0.901602553191489	-1.1142008379627	0.268049811377032	0.361841287260365	-6.52076621517533
HFE	0.0141002127659574	0.0401037234042553	1.11377089954948	0.268233305408398	0.361841287260365	-6.52124096142193
HLA-DPA1	-0.0194131914893617	0.809588085106383	-1.11301979585258	0.268554080388552	0.361841287260365	-6.52206991646716
MAP3K9	-0.0130410638297872	0.0931177659574468	-1.11183776746359	0.269059432975703	0.361887293389387	-6.52337335851556
LIG4	0.0184946808510638	0.0562022340425532	1.10833995605538	0.270558736293817	0.363267673904985	-6.52722255182457
EDN1	0.0168327659574468	0.0375565957446808	1.10403543524087	0.27241180234463	0.365117389529976	-6.5319432812998
VEGFB	-0.00392872340425532	0.0506213829787234	-1.08465606390333	0.280863678980449	0.375789730761298	-6.55297474913764
ITPR2	0.018911914893617	0.0972665957446809	1.07854128383048	0.283567663799692	0.378747766605501	-6.55953545805012
ETV6	-0.0101648936170213	0.119937978723404	-1.07402597985977	0.285575815559395	0.380767754079193	-6.5643568283689
LY6G6E	-0.021907659574468	0.788881914893617	-1.07222303202401	0.286380387184309	0.381178747586741	-6.5662764755424
XRCC2	-0.0126234042553192	0.926721276595745	-1.05453289800202	0.294357184357299	0.390691853229912	-6.58494468852055
LMO1	0.0159395744680851	0.162236808510638	1.05412028061086	0.294545029974113	0.390691853229912	-6.58537650137112
CPNE1	-0.00499531914893616	0.100224680851064	-1.039006527785	0.301481907817046	0.398821555242373	-6.60107961723623
SYK	0.00194617021276596	0.0421403191489362	1.03850784456049	0.301712660932055	0.398821555242373	-6.60159397140553
MCAM	0.0198751063829787	0.096736914893617	1.03682239733533	0.30249344325357	0.399166605530484	-6.60333059748729
WNT5A	-0.00535148936170213	0.0879957446808511	-1.03367931923814	0.303953117248099	0.400404792532659	-6.60656175281975
TFRC	0.0162944680851064	0.0827127659574468	1.03201556567416	0.304727700718178	0.400737798204727	-6.60826824862638
FLT4	0.00901000000000002	0.146584574468085	1.02543866530218	0.307802691756031	0.404089687638687	-6.61498780680628
IGSF4C	-0.0127846808510638	0.681183617021277	-1.01549250067661	0.312492472458036	0.409546448545686	-6.62506991790134
ASB4	-0.0124512765957447	0.893253936170213	-1.01153338419731	0.314372502334293	0.410270270922208	-6.62905640659207
LAMC1	0.00224893617021277	0.0330040425531915	1.01104702660397	0.314603974723691	0.410270270922208	-6.62954507615593
MST1R	0.0334297872340425	0.571673829787234	1.01095584760232	0.314647382256746	0.410270270922208	-6.62963666300019
RAF1	0.00621765957446809	0.111055	0.998503547989049	0.32061312699153	0.417189907404321	-6.64206873687269
GNAS	-0.0106602127659574	0.878295638297872	-0.997617075413074	0.321040670932231	0.417189907404321	-6.64294802018812
E2F3	0.00371595744680851	0.0565713829787234	0.986971375452559	0.326204621072436	0.42318437328316	-6.65344765975841
PLAUR	-0.00494106382978723	0.0691301063829787	-0.984307200667088	0.327505477891006	0.424155492445688	-6.65605802602111
ABL2	0.0161531914893617	0.335506595744681	0.979635819747192	0.329794656579093	0.426401172142666	-6.66061837706529
KIT	0.0170925531914894	0.103533085106383	0.976743774708976	0.331217148473035	0.427520621894607	-6.66343103296323
RIPK4	-0.00697404255319149	0.0824691489361702	-0.954035143415565	0.342526579019317	0.440759221561299	-6.68523304129553
CD44	0.0185044680851064	0.044213085106383	0.953846779183431	0.342621426135541	0.440759221561299	-6.68541178273103
LRRC32	-0.00358382978723416	0.948676382978723	-0.951803266400708	0.343651493300773	0.441345061630424	-6.68734867588671
NFKB1	-0.0162648936170213	0.109189893617021	-0.950111904339612	0.344505571310558	0.441703303449931	-6.68894871038439
FZD7	0.00742468085106382	0.0553802127659574	0.943712288571086	0.34774959316115	0.445119479246272	-6.69497750775819
NFKB2	-0.00602893617021277	0.0718459574468085	-0.942229723779895	0.348503925631885	0.445342786830761	-6.69636846468216
IL3	-0.0031748936170213	0.950771914893617	-0.938423377049751	0.350445438181271	0.446619789535818	-6.6999297908854
ADAMTS12	0.0226140425531915	0.40214170212766	0.937991200886579	0.350666319127732	0.446619789535818	-6.70033325301471
PTHLH	-0.0246129787234042	0.530732446808511	-0.935578324720607	0.351901163969857	0.447450486637169	-6.70258246486312
CASP2	0.00698127659574468	0.0810334042553191	0.927141414622062	0.356240909800318	0.452219865663875	-6.71040240305122
CDK2	-0.00289510638297872	0.0508558510638298	-0.922619000475949	0.358581185082997	0.453866880872522	-6.71456547550946
VAV2	-0.00575808510638298	0.0543305319148936	-0.92172170503365	0.359046686159746	0.453866880872522	-6.71538909759107
PTEN	0.00147531914893617	0.0329946808510638	0.921212006309097	0.359311280690747	0.453866880872522	-6.71585659654037
TFF2	-0.0162706382978724	0.843545106382979	-0.918251007494172	0.360850854317164	0.455063146331005	-6.71856742143278
FVT1	-0.00698744680851064	0.087506914893617	-0.91418746063971	0.362970533131991	0.456985851549785	-6.72227368851095
IGF2R	-0.00733446808510638	0.164156808510638	-0.911667885379729	0.364288795347816	0.457894917883998	-6.72456362613202
S100A12	-0.0123806382978724	0.806149468085106	-0.910356948918644	0.364975889165664	0.45800895895299	-6.72575262674074
CRK	-0.0212387234042553	0.30962829787234	-0.908180853105261	0.366118248712675	0.458693009806418	-6.72772260390642
ARNT	-0.00217531914893617	0.0319123404255319	-0.905479982798473	0.367539241771036	0.459723351270612	-6.73016120728193
PGF	0.00443659574468085	0.0513936170212766	0.903371435137886	0.368651022787258	0.460364204066039	-6.73206004509118
GP1BB	0.0257110638297872	0.270036595744681	0.90182499519826	0.369467769477487	0.460635141166737	-6.73344991574436
TP73	-0.00250851063829787	0.0633106382978723	-0.896242842718726	0.372425462798651	0.463570106044351	-6.73844743365631
MLF1	0.0121853191489361	0.358644574468085	0.893472698464134	0.373898738572862	0.464650859585692	-6.74091613036245
ITGB4	-0.00364574468085106	0.0624898936170213	-0.890299379516124	0.375590935254737	0.465125844750607	-6.74373489646131
TCF4	0.0133236170212766	0.100487978723404	0.889875647687065	0.375817256694727	0.465125844750607	-6.7441105388674
TYRO3	0.00850851063829788	0.163215531914894	0.889350525295822	0.376097851028811	0.465125844750607	-6.74457582105984
EVI1	0.0144102127659575	0.10804085106383	0.883201132917504	0.379393494818634	0.468447273345194	-6.75000436395973
ABCG2	0.00851574468085107	0.113976170212766	0.878683724197901	0.381825972915062	0.470146819651651	-6.75396863003219
DSC2	-0.0224189361702127	0.352039255319149	-0.878371801988827	0.381994290966966	0.470146819651651	-6.75424162044381
PSIP1	-0.00442595744680851	0.0872897872340426	-0.873893064234771	0.384416183410347	0.472370606174634	-6.75815084359446
DDIT3	0.0274948936170213	0.402416382978723	0.861512866399217	0.391160319779796	0.479889976982242	-6.76885448994183
MET	-0.0161627659574468	0.23983585106383	-0.860031141192439	0.391972356120327	0.480119249601932	-6.77012548722969
PLAT	0.0311978723404256	0.507089787234043	0.85702904323488	0.393620791559568	0.481370649550555	-6.77269403160711
TNK1	0.0237240425531915	0.409281170212766	0.852687744381839	0.396012105869625	0.483525114956871	-6.77639273688276
PTK2B	0.00173489361702128	0.0390251063829787	0.849154758395004	0.397964742715156	0.485137972071809	-6.77938912668161
NDN	0.00928702127659572	0.782465212765957	0.846392712388934	0.399495389360168	0.486232106226004	-6.78172313661903
OGG1	0.0258797872340426	0.411413936170213	0.844792534783967	0.400383805981091	0.486542346508668	-6.7830719080243
BMPR1A	0.0080721276595744	0.783752659574468	0.843268555108531	0.401231038325156	0.486801638915829	-6.78435411625636
MCM2	0.0114097872340426	0.0682587234042553	0.841181374492285	0.402393146472128	0.487441540205985	-6.78610647689444
MCC	0.0067131914893617	0.0826257446808511	0.81149167671873	0.419144998887104	0.506934423850859	-6.81057006116882
DCN	-0.00367893617021276	0.944257553191489	-0.799313471398114	0.426135174268203	0.514578323644623	-6.82035398521577
AHR	0.00142893617021276	0.0321912765957447	0.794074083402458	0.429163672429068	0.51742182170412	-6.82451839707913
DST	0.00711765957446809	0.0723909574468085	0.78741989788136	0.433028227595283	0.521262819425042	-6.8297683808405
GPX3	0.0069940425531915	0.170963829787234	0.784685769630773	0.434622040944888	0.521996397272012	-6.83191290303039
CDKN1A	-0.00255808510638298	0.0617460638297872	-0.783462641682559	0.435336155473841	0.521996397272012	-6.83286988425337
HLA-DOA	-0.0168221276595744	0.687245744680851	-0.782751469561225	0.435751684331032	0.521996397272012	-6.83342563142506
NPY	0.021851914893617	0.438209361702128	0.781717278976946	0.436356363344573	0.521996397272012	-6.83423291333529
KRT13	-0.010944255319149	0.849095957446809	-0.779603657065404	0.437593700219412	0.522662459982128	-6.83587951540235
VAMP8	-0.0116653191489362	0.568437978723404	-0.777065465798798	0.439082292153512	0.523626087537107	-6.83785106027981
YES1	-0.00356702127659575	0.0561998936170213	-0.772404383589366	0.441823595225495	0.526078327338264	-6.84145503597751
TGFBR3	0.00186702127659574	0.0424898936170213	0.76930496061485	0.443651944189183	0.527437605475685	-6.84383967796736
S100A4	0.021601914893617	0.275904574468085	0.76199114678856	0.447983725926198	0.53176429909014	-6.84942926893932
DAB2IP	0.0108268085106383	0.156083404255319	0.743518536734869	0.459032624192038	0.544038665709082	-6.86331214336553
HBEGF	-0.00267297872340426	0.0599320212765957	-0.735066130755407	0.464139501530743	0.549243662828368	-6.86955218930067
CTNNA1	0.00186702127659575	0.0372281914893617	0.732309650872251	0.465811869111299	0.55037463919612	-6.87157193112173
NTRK1	-0.0538663829787234	0.579930212765957	-0.728299274635617	0.468251043601926	0.551623971820948	-6.87449703818924
NPR2	0.0117648936170214	0.870648191489362	0.728209434886842	0.468305767743826	0.551623971820948	-6.87456238407243
ACTG2	0.00511085106382975	0.871034574468085	0.68412930952387	0.495586158693932	0.582863966120887	-6.90566259666376
ARHGDIB	0.0127846808510639	0.52594170212766	0.67647798643805	0.500407761196797	0.587634802139358	-6.91086519109617
CAV1	0.0110744680851064	0.133202978723404	0.674043296374436	0.501947304949853	0.588542794200744	-6.91250853180801
WNT2B	-0.00430170212765956	0.123499787234043	-0.666847527675423	0.506512300775779	0.592990010664326	-6.91733115362557
PMP22	-0.00345723404255316	0.924797978723404	-0.664333799870883	0.508112222113097	0.593957666031748	-6.9190037774933
FLJ20712	0.0166851063829788	0.588087021276596	0.65188631343987	0.516074248579161	0.602348059131908	-6.92719406056876
BCL6	-0.00534212765957447	0.0780923404255319	-0.644407724736046	0.520889354725176	0.606386768179394	-6.93204105565962
DNMT1	-0.00304702127659574	0.0632554255319149	-0.644060278563088	0.521113628904166	0.606386768179394	-6.93226489384616
NR2F6	-0.00216829787234042	0.0831522340425532	-0.639006878082893	0.524381266358884	0.609265979672652	-6.93550696278077
MAPK9	-0.00202255319148938	0.932160425531915	-0.62691839989568	0.532240994493995	0.617463872766447	-6.94315974843414
DKFZP564O0823	0.00915765957446808	0.0643692553191489	0.61627066085676	0.539213848362111	0.6234245960799	-6.94978040190191
PTGS2	0.00681574468085106	0.104028936170213	0.615441795339491	0.539758589969018	0.6234245960799	-6.95029106311829
TNC	-0.00776021276595745	0.130660106382979	-0.614374602025332	0.540460375824704	0.6234245960799	-6.95094755336282
CTNNB1	0.00617659574468086	0.0843634042553191	0.614122817312544	0.540626016913038	0.6234245960799	-6.95110227543886
BSG	0.0114251063829787	0.0504525531914894	0.604845664135349	0.546747081746874	0.629537869237779	-6.956759233118
IFNGR1	0.00140255319148937	0.0442768085106383	0.600702057309882	0.549492255913693	0.631751575661251	-6.95925829282591
CDH3	-0.0109112765957447	0.182287340425532	-0.598431016607372	0.550999763480892	0.632537845072235	-6.9606207534448
HDAC7A	-0.00500425531914897	0.933462978723404	-0.596371947593834	0.552368349448944	0.633162525935505	-6.96185161986285
NAT2	-0.00854276595744677	0.75665585106383	-0.591128227442629	0.555861291360231	0.636216798457015	-6.96496718722782
ERGIC3	0.00149787234042553	0.0504963829787234	0.586782212752273	0.558764532463895	0.638588037101594	-6.96752868416577
TK1	0.00548425531914894	0.16974085106383	0.578360597916948	0.564411587787247	0.643709813761807	-6.97243888990349
DHCR24	-0.00224404255319149	0.0623918085106383	-0.577600829617558	0.564922414681586	0.643709813761807	-6.97287840577774
TCF7L2	0.000987021276595745	0.0308294680851064	0.57489031157928	0.566746658103306	0.644831753219762	-6.9744417307773
PLAU	-0.00361553191489361	0.12695414893617	-0.573073863112977	0.567970775295675	0.64526857311698	-6.97548530399404
BIRC5	0.00238234042553192	0.0327979787234043	0.55956314651475	0.577115852337634	0.654689770450964	-6.98314446404134
RARA	0.0073668085106383	0.147477446808511	0.556136149272896	0.579446664276108	0.656364363073822	-6.98505835627989
GFAP	-0.00272340425531918	0.893391914893617	-0.554170352094299	0.580785689508285	0.656912237912169	-6.98615093352251
KLK10	-0.00728148936170215	0.124222021276596	-0.536028074973623	0.593212442684778	0.669981111738103	-6.99605284586114
CDH1	0.00546319148936171	0.217396489361702	0.534066516475663	0.594563415943353	0.670520856746689	-6.99710382994846
MAF	0.00528787234042554	0.143907127659574	0.532061893130675	0.595945523142892	0.671094078847128	-6.99817393121765
HLF	0.00449574468085107	0.0497723404255319	0.517868285174324	0.605773728457929	0.68040228363054	-7.0056362794979
ERCC3	0.00351361702127673	0.926135957446809	0.517566803368746	0.60598328385845	0.68040228363054	-7.00579260928449
KRAS	0.00689085106382981	0.660905	0.488514066689563	0.626329906472962	0.70222097543246	-7.02043279385476
PKD2	0.00186957446808511	0.0734460638297872	0.484130897471597	0.629425366677119	0.704662801177882	-7.02256852839974
AKT1	0.0032568085106383	0.0828443617021277	0.474530276537279	0.636228569404544	0.711242418198966	-7.0271795860699
SNRPN	-0.00769702127659576	0.835636808510638	-0.461031596311739	0.645846886806064	0.720945362016072	-7.03350735814026
FGFR1	-0.00367234042553192	0.110371489361702	-0.457832112542849	0.648135567680331	0.722450095759788	-7.03498053307417
SLC22A18	0.0121976595744681	0.697792872340426	0.430211057217688	0.668032382411771	0.743549086510493	-7.0472736418684
TSC2	0.0103570212765958	0.322484468085106	0.427089752931986	0.670296131758574	0.74498904369115	-7.04861492412414
CDKN2B	-0.00113787234042553	0.0637472340425532	-0.424803027936902	0.671956530545333	0.745755224651467	-7.04959139771096
CASP6	-0.00237808510638297	0.0888113829787234	-0.419749363774617	0.675631777051888	0.748752099243651	-7.05173088198908
SMARCA3	0.00348574468085107	0.0516718085106383	0.403659539347585	0.687385062285161	0.760679723105193	-7.0583726523783
IL10	-0.0037972340425532	0.931450957446809	-0.398724759468165	0.691005419651314	0.763585845024761	-7.06035786648392
FAS	0.0077672340425532	0.109617872340426	0.393225184686035	0.695048607286741	0.766950187350887	-7.0625416188696
KIAA1804	-0.00727787234042553	0.108806170212766	-0.379673469017587	0.705049062072677	0.77584950473626	-7.06779365840466
SFTPD	-0.00657680851063834	0.836600319148936	-0.378971398502252	0.705568585257368	0.77584950473626	-7.0680607474649
CCNC	-0.00165744680851064	0.0332168085106383	-0.378193644942496	0.706144275795112	0.77584950473626	-7.06835605329549
TM7SF3	-0.00543574468085116	0.898945106382979	-0.372146042326182	0.710626498781978	0.779658787235084	-7.07063163581115
FANCG	0.00182446808510638	0.0708775531914894	0.366769001935914	0.714620293830171	0.780989260921418	-7.07262418520437
ISL1	-0.0102746808510638	0.328365638297872	-0.366579224784233	0.714761396713022	0.780989260921418	-7.07269398193128
HDAC5	-0.0047210638297872	0.371306489361702	-0.366406392469173	0.714889909411142	0.780989260921418	-7.0727575153035
MDS1	0.00107170212765957	0.0497962765957447	0.360187182882151	0.719519758622633	0.784930645770144	-7.07502382416357
CTTN	-0.00167851063829787	0.0918618085106383	-0.348948681144979	0.727912657909489	0.792378252906106	-7.07902105628291
CTSH	0.0019236170212766	0.0543456382978723	0.348283834236011	0.728410216864207	0.792378252906106	-7.07925356566029
RRAS	0.00154489361702128	0.0448098936170213	0.340449229578289	0.73428219608835	0.7976361055104	-7.08196015822695
SMARCA4	0.000670851063829791	0.0373673404255319	0.336676323979992	0.737115628884857	0.799370353514577	-7.08324165810511
DUSP4	0.0020859574468085	0.149451914893617	0.335552404031393	0.737960391460722	0.799370353514577	-7.08362065321182
EPHA8	0.00326276595744679	0.201771595744681	0.334127163846013	0.739032095320185	0.799403731275919	-7.08409943790187
CSF3R	-0.00776000000000007	0.734174680851064	-0.318989465203698	0.750446246177598	0.809816233133267	-7.08905920239081
ACVR2B	0.000721702127659576	0.0440974468085106	0.31856497926235	0.750767132800633	0.809816233133267	-7.08919497581226
SKI	-0.00111808510638298	0.0507415957446809	-0.306000528064721	0.760284739494032	0.818932229917836	-7.09313205951695
DNMT3B	-0.00359382978723403	0.171640957446809	-0.300708651985679	0.764304508768521	0.822109051448493	-7.09474296174136
NEU1	-0.00162914893617022	0.0784413829787234	-0.297230205149885	0.76695030391551	0.823801165604352	-7.09578656025182
PCGF4	-0.00491957446808513	0.176276808510638	-0.293688785147064	0.769646836952681	0.825075938599242	-7.09683660167142
TSG101	-0.00112808510638298	0.0650834042553192	-0.292850245799258	0.770285739551636	0.825075938599242	-7.09708339160815
IGFBP6	-0.00445361702127658	0.35476170212766	-0.287187760271005	0.774604245525185	0.828546045352845	-7.09873147604321
KLF5	-0.00105361702127659	0.087693829787234	-0.270086217614606	0.787689332361385	0.841370524691994	-7.10351391991361
JAG2	0.000487021276595742	0.0379943617021277	0.262524020097107	0.793495198110065	0.846103899041785	-7.10553523967293
CCND3	0.000769574468085104	0.0562645744680851	0.261445609089534	0.794324103136884	0.846103899041785	-7.10581882166493
