	GSM484148	GSM484150	GSM484151	GSM484152	GSM484153	GSM484159	GSM484160	GSM484161	GSM484162	GSM484163	GSM484164	GSM484165	GSM484166	GSM484167	GSM484168	GSM484169	GSM484170	GSM484172	GSM484173	GSM484174	GSM484175	GSM484176	GSM484177	GSM484178	GSM484179	GSM484180	GSM484181	GSM484182	GSM484183	GSM484184	GSM484185	GSM484186	GSM484187	GSM484188	GSM484189	GSM484190	GSM484191	GSM484192	GSM484193	GSM484194	GSM484196	GSM484197	GSM484198	GSM484199	GSM484200	GSM484202	GSM484203	GSM689005	GSM689006	GSM689007	GSM689008	GSM689009	GSM689010	GSM689011	GSM689012	GSM689013	GSM689014	GSM689015	GSM689016	GSM689017	GSM689018	GSM689019	GSM689020	GSM689021	GSM689022	GSM689023	GSM689024	GSM689025	GSM689026	GSM689027	GSM689028	GSM689029	GSM689030	GSM689031	GSM689032	GSM689033	GSM689034	GSM689035	GSM689036	GSM689037	GSM689038	GSM689039	GSM689040	GSM689041	GSM689042	GSM689043	GSM689044	GSM689045	GSM689046	GSM689047	GSM689048	GSM689049	GSM689050	GSM689051
LRRC32	0.97382	0.95153	0.95464	0.95021	0.95878	0.95107	0.93808	0.95008	0.93608	0.94031	0.9536	0.94454	0.95136	0.91718	0.95568	0.95245	0.94362	0.94683	0.93178	0.929	0.96041	0.95689	0.95332	0.95291	0.96081	0.93967	0.9524	0.94803	0.9456	0.93396	0.94438	0.94264	0.9724	0.90028	0.95551	0.96663	0.94182	0.95485	0.96324	0.95247	0.9649	0.96641	0.95737	0.96028	0.95898	0.96242	0.97279	0.96112	0.94679	0.95581	0.94394	0.95591	0.95758	0.95863	0.95773	0.93602	0.95358	0.95347	0.96576	0.94224	0.90434	0.94892	0.96584	0.94873	0.95941	0.97028	0.96056	0.96638	0.93156	0.93539	0.96514	0.96059	0.96052	0.9482	0.92412	0.95703	0.96312	0.95949	0.95307	0.83655	0.94535	0.93148	0.94174	0.93677	0.94192	0.95632	0.93827	0.93542	0.94274	0.94346	0.93419	0.93953	0.9572	0.95136
LRRK1	0.9595	0.92683	0.96113	0.94945	0.9549	0.93969	0.90571	0.94367	0.95006	0.92601	0.93915	0.93851	0.92979	0.91793	0.95499	0.94434	0.931	0.95003	0.91601	0.94424	0.94116	0.94612	0.9419	0.94635	0.94794	0.93716	0.93865	0.92612	0.94132	0.91644	0.94841	0.94932	0.96556	0.94555	0.95634	0.95827	0.94546	0.95168	0.94551	0.94114	0.95415	0.95658	0.9544	0.95723	0.95356	0.94975	0.94831	0.96656	0.9526	0.94537	0.93963	0.9568	0.94884	0.93876	0.95525	0.93031	0.96155	0.96061	0.94479	0.9561	0.93659	0.94408	0.95444	0.94476	0.93966	0.9507	0.94857	0.95348	0.93954	0.96199	0.95903	0.9506	0.96148	0.96558	0.94634	0.94574	0.95949	0.95884	0.9593	0.93811	0.95501	0.92781	0.91113	0.91932	0.92874	0.91133	0.9292	0.92121	0.92583	0.9484	0.92127	0.94886	0.92478	0.93308
LTA	0.88984	0.60528	0.95129	0.90409	0.85589	0.88867	0.80991	0.87558	0.91756	0.64831	0.82707	0.89333	0.93037	0.84736	0.89735	0.85974	0.88569	0.89662	0.875	0.9281	0.87924	0.89325	0.86835	0.8905	0.84164	0.6471	0.92729	0.89885	0.89758	0.90496	0.88474	0.9337	0.92561	0.91259	0.8211	0.92186	0.39716	0.91235	0.89639	0.82182	0.90506	0.87366	0.92879	0.82799	0.94828	0.85172	0.90499	0.64382	0.46571	0.79425	0.90049	0.67101	0.87507	0.90796	0.91542	0.83993	0.4975	0.91827	0.89712	0.67146	0.45261	0.69073	0.80618	0.74241	0.90438	0.65036	0.90152	0.81271	0.85337	0.69491	0.79802	0.55747	0.79906	0.88328	0.80217	0.82273	0.72886	0.82733	0.7698	0.93966	0.89792	0.61256	0.53641	0.7593	0.83209	0.88687	0.75218	0.79907	0.64464	0.90167	0.78167	0.93717	0.81811	0.83417
LTB4R	0.73281	0.66975	0.80167	0.72663	0.7101	0.72347	0.65356	0.73557	0.69709	0.72525	0.70241	0.75028	0.8346	0.71926	0.74828	0.75907	0.72052	0.69121	0.72791	0.82682	0.81714	0.84559	0.76277	0.72152	0.80629	0.66308	0.81945	0.76764	0.75667	0.67707	0.78112	0.70842	0.55355	0.79547	0.7672	0.84449	0.62668	0.82068	0.76698	0.68578	0.79521	0.7686	0.83259	0.67298	0.81338	0.71807	0.85729	0.72828	0.81372	0.66683	0.88769	0.77332	0.87497	0.91202	0.80825	0.89041	0.73699	0.90035	0.9238	0.75037	0.93165	0.78556	0.90867	0.82056	0.8513	0.81546	0.85714	0.86097	0.80544	0.80474	0.71793	0.77777	0.91827	0.8778	0.72304	0.77997	0.71032	0.92913	0.86336	0.93281	0.76507	0.75077	0.72441	0.72058	0.84027	0.87508	0.78487	0.84733	0.81856	0.87845	0.75464	0.88279	0.87597	0.89861
LY6G6E	0.88742	0.84612	0.81935	0.86402	0.87481	0.76524	0.6445	0.76115	0.80494	0.83218	0.84846	0.75542	0.68084	0.78691	0.83578	0.77775	0.77004	0.7882	0.78536	0.78753	0.80696	0.7451	0.81779	0.84277	0.85696	0.8451	0.75188	0.78478	0.77623	0.79391	0.79933	0.77729	0.91787	0.79958	0.82786	0.8045	0.84191	0.77157	0.81552	0.86475	0.83152	0.84239	0.82634	0.7859	0.81508	0.86206	0.47131	0.88641	0.86682	0.83778	0.77163	0.82193	0.66303	0.91763	0.64442	0.85838	0.85468	0.90081	0.8941	0.76738	0.36853	0.73203	0.84077	0.89852	0.53618	0.81162	0.79749	0.92118	0.7692	0.83973	0.81644	0.8102	0.63363	0.75085	0.81683	0.65811	0.89328	0.62045	0.72357	0.80754	0.87715	0.81905	0.81759	0.85192	0.75031	0.62696	0.81371	0.84452	0.77817	0.85014	0.86281	0.46175	0.56711	0.91028
LYN	0.2082	0.16415	0.12864	0.177	0.21825	0.14786	0.17425	0.12386	0.16393	0.17162	0.09824	0.17669	0.15678	0.14917	0.15272	0.13816	0.13606	0.13148	0.24646	0.11096	0.24593	0.1274	0.12257	0.15813	0.15147	0.13393	0.15654	0.11116	0.15621	0.19214	0.14413	0.08591	0.13246	0.15554	0.14263	0.07919	0.11094	0.13901	0.1567	0.23685	0.11981	0.19741	0.20337	0.15131	0.16492	0.14064	0.04911	0.16028	0.0883	0.12986	0.07158	0.19572	0.13421	0.1193	0.09308	0.03784	0.1427	0.1735	0.05245	0.15425	0.04998	0.1552	0.15886	0.16546	0.08819	0.08753	0.17335	0.11067	0.03243	0.11127	0.09567	0.16569	0.11309	0.13693	0.1724	0.11987	0.11759	0.14833	0.09785	0.08311	0.1908	0.23899	0.15931	0.19586	0.13967	0.26434	0.16224	0.14453	0.2082	0.21952	0.15103	0.11008	0.23403	0.08443
MAD2L1	0.76703	0.69552	0.79088	0.76353	0.79696	0.70873	0.64055	0.82757	0.76274	0.73625	0.76976	0.73469	0.68646	0.75038	0.76906	0.73833	0.77237	0.7927	0.76234	0.75685	0.76851	0.75554	0.85683	0.78787	0.78515	0.83371	0.72785	0.75384	0.76663	0.76264	0.79278	0.7327	0.76265	0.7727	0.73762	0.7786	0.74975	0.76635	0.7986	0.76054	0.75019	0.77452	0.77396	0.84137	0.79067	0.76513	0.70958	0.79687	0.77908	0.77227	0.82438	0.81107	0.77036	0.82158	0.85183	0.7211	0.78764	0.83161	0.82728	0.79033	0.74769	0.74907	0.757	0.83931	0.78858	0.77467	0.7448	0.77212	0.80058	0.80827	0.80653	0.80183	0.77422	0.78538	0.78395	0.71288	0.79569	0.80153	0.79647	0.75246	0.79041	0.73852	0.70334	0.76702	0.76104	0.798	0.76037	0.74978	0.77853	0.80404	0.74611	0.8223	0.79086	0.73603
MAF	0.15195	0.13144	0.16792	0.15725	0.14441	0.12925	0.12599	0.12698	0.1165	0.13389	0.11573	0.13133	0.11472	0.1294	0.14367	0.09695	0.19517	0.17814	0.12628	0.10778	0.15347	0.10208	0.15525	0.15177	0.13637	0.15516	0.17118	0.18	0.11038	0.20244	0.10196	0.16719	0.12836	0.15378	0.10685	0.13638	0.09267	0.07076	0.10577	0.13949	0.17491	0.14291	0.22748	0.178	0.18988	0.22716	0.05297	0.12876	0.07359	0.08118	0.17041	0.18152	0.11312	0.1027	0.12503	0.05001	0.13312	0.09399	0.17228	0.13872	0.23187	0.14176	0.12898	0.11005	0.21973	0.12871	0.26494	0.17088	0.11427	0.18243	0.16235	0.16502	0.10317	0.21669	0.15725	0.13138	0.24997	0.12996	0.0892	0.09159	0.17639	0.18346	0.11902	0.08585	0.09355	0.09412	0.08841	0.10992	0.18341	0.199	0.3229	0.14079	0.2581	0.07835
MAGEL2	0.94206	0.91295	0.94362	0.92607	0.94046	0.92777	0.80703	0.90569	0.92465	0.90652	0.89361	0.91455	0.89221	0.8926	0.92837	0.91778	0.90819	0.91184	0.8974	0.89935	0.92561	0.91302	0.91596	0.90932	0.91321	0.91685	0.91463	0.90949	0.90572	0.8881	0.92524	0.91293	0.93976	0.91731	0.92957	0.92444	0.90877	0.91397	0.93383	0.92041	0.9439	0.91706	0.93843	0.92354	0.9384	0.91996	0.9587	0.91426	0.89642	0.90572	0.88142	0.92725	0.89688	0.887	0.92775	0.82252	0.91748	0.82653	0.90126	0.90418	0.40776	0.88876	0.92634	0.85253	0.86695	0.86652	0.90132	0.90833	0.68927	0.92041	0.92027	0.9108	0.81711	0.93939	0.90422	0.91379	0.92546	0.73863	0.90688	0.8943	0.93385	0.89661	0.88348	0.89818	0.74353	0.8854	0.8985	0.87533	0.87644	0.87603	0.87501	0.76928	0.89082	0.89522
MALT1	0.07712	0.08927	0.11369	0.1312	0.09658	0.10448	0.07893	0.08299	0.09717	0.10605	0.08785	0.10252	0.09029	0.11725	0.12831	0.08566	0.14299	0.11999	0.10119	0.12794	0.14299	0.09798	0.09458	0.13344	0.09591	0.06572	0.08666	0.07732	0.07769	0.13	0.11192	0.06164	0.11674	0.11346	0.09015	0.09558	0.09708	0.11573	0.06625	0.08758	0.13536	0.12369	0.10696	0.1371	0.1193	0.11119	0.02625	0.06721	0.07136	0.10851	0.07835	0.08296	0.06046	0.19211	0.05993	0.07015	0.09432	0.08286	0.1325	0.09708	0.02874	0.08009	0.13585	0.08686	0.13465	0.09541	0.07057	0.1018	0.0335	0.09861	0.09607	0.10231	0.08615	0.10163	0.12565	0.05019	0.09532	0.06671	0.06845	0.04383	0.09302	0.08542	0.09461	0.14509	0.06723	0.10097	0.08433	0.10116	0.08553	0.12047	0.079	0.0853	0.07488	0.11623
MAP2K6	0.25253	0.10982	0.03372	0.15327	0.19051	0.10726	0.03199	0.1882	0.12102	0.04103	0.16648	0.20282	0.11777	0.20359	0.0426	0.10959	0.19971	0.27224	0.18778	0.03446	0.29596	0.03561	0.14779	0.1333	0.02783	0.16754	0.10221	0.02662	0.03968	0.198	0.28101	0.1485	0.14737	0.33286	0.08248	0.03612	0.11557	0.03415	0.18369	0.04735	0.1091	0.12976	0.14485	0.02191	0.13835	0.03528	0.02625	0.24416	0.07776	0.02558	0.07242	0.11789	0.15031	0.0784	0.14928	0.02219	0.02186	0.29154	0.15667	0.02658	0.05461	0.02839	0.23849	0.14185	0.23946	0.14218	0.48314	0.16854	0.02031	0.18162	0.09661	0.04789	0.23033	0.16955	0.03103	0.0283	0.13189	0.17194	0.21352	0.08172	0.23186	0.06293	0.20815	0.11168	0.03761	0.23535	0.03862	0.13908	0.10612	0.09511	0.12271	0.03576	0.0525	0.04291
MAP3K1	0.36087	0.24489	0.16651	0.2987	0.35176	0.14542	0.37573	0.30028	0.11696	0.33581	0.13054	0.245	0.1877	0.24247	0.15764	0.18282	0.1704	0.14646	0.25732	0.15595	0.43775	0.15632	0.23123	0.12502	0.21226	0.15454	0.14089	0.28547	0.19463	0.22161	0.11628	0.10808	0.19517	0.33306	0.1511	0.10297	0.28256	0.09375	0.29623	0.20136	0.3502	0.18076	0.353	0.25605	0.26633	0.26533	0.03159	0.23878	0.14754	0.10058	0.24112	0.27168	0.21551	0.14365	0.20218	0.0691	0.17923	0.17089	0.12183	0.21681	0.38906	0.09676	0.14816	0.22317	0.25076	0.22547	0.07745	0.23656	0.0808	0.30214	0.16302	0.26611	0.14025	0.31582	0.24882	0.15714	0.13304	0.15282	0.11777	0.09939	0.27948	0.18429	0.17997	0.32867	0.12202	0.17383	0.07929	0.2649	0.18596	0.12281	0.27533	0.14363	0.22832	0.12074
MAP3K8	0.76611	0.70699	0.35664	0.74352	0.72833	0.66776	0.48604	0.75174	0.55554	0.76222	0.55716	0.54878	0.42893	0.60804	0.64982	0.62351	0.50966	0.59449	0.52494	0.52264	0.61624	0.56924	0.65791	0.67951	0.60256	0.70871	0.5232	0.37615	0.58477	0.63831	0.62735	0.37775	0.76893	0.568	0.60553	0.48749	0.78234	0.40409	0.55846	0.53537	0.66764	0.76	0.56573	0.46684	0.58521	0.62183	0.41427	0.76384	0.68764	0.6734	0.77908	0.7024	0.64736	0.31148	0.74276	0.18334	0.78111	0.34637	0.50862	0.75676	0.50564	0.6787	0.67893	0.69951	0.84566	0.70379	0.50942	0.62253	0.1189	0.75165	0.75408	0.7666	0.53648	0.85282	0.71564	0.57864	0.7823	0.43024	0.55566	0.9275	0.70385	0.74677	0.72158	0.4488	0.57127	0.32457	0.52711	0.59222	0.67651	0.23446	0.42605	0.51112	0.47666	0.16738
MAP3K9	0.11093	0.08491	0.10928	0.11046	0.09827	0.07254	0.58419	0.06171	0.06823	0.07689	0.12601	0.0892	0.161	0.07931	0.07514	0.09423	0.08524	0.11039	0.10042	0.0608	0.10186	0.076	0.07146	0.05869	0.06728	0.07653	0.0652	0.09532	0.07734	0.0896	0.09268	0.07368	0.08112	0.11681	0.1022	0.06047	0.0796	0.06526	0.08047	0.09809	0.08343	0.09929	0.07864	0.15514	0.11042	0.10179	0.06548	0.07499	0.08263	0.0821	0.08909	0.0676	0.07617	0.06255	0.0516	0.05507	0.0547	0.05909	0.14405	0.09951	0.09309	0.07168	0.07624	0.08508	0.0929	0.05738	0.08662	0.0823	0.20787	0.07014	0.10268	0.1086	0.06803	0.0796	0.10981	0.07614	0.10284	0.07285	0.06339	0.06508	0.06651	0.06526	0.09532	0.09629	0.11266	0.07834	0.09381	0.10254	0.07979	0.04126	0.10253	0.11618	0.14533	0.10278
MAPK10	0.8744	0.85903	0.88007	0.85953	0.90379	0.85852	0.80059	0.74114	0.79896	0.80772	0.86578	0.80526	0.81318	0.79277	0.86502	0.85144	0.8465	0.85188	0.864	0.80369	0.86152	0.89404	0.84348	0.86626	0.88807	0.85509	0.81962	0.88334	0.74398	0.7716	0.8067	0.82119	0.92329	0.87639	0.86629	0.89907	0.8775	0.87914	0.89288	0.8869	0.88673	0.87628	0.87678	0.89945	0.87075	0.87964	0.77824	0.87987	0.86822	0.80082	0.21455	0.8588	0.53072	0.87925	0.75199	0.8482	0.85557	0.42412	0.8841	0.82297	0.76167	0.65663	0.89237	0.82983	0.85529	0.90131	0.8632	0.87646	0.81241	0.82903	0.91837	0.83937	0.5438	0.83242	0.75462	0.6454	0.83264	0.91858	0.82412	0.31325	0.91169	0.83279	0.83441	0.81241	0.89291	0.88781	0.83227	0.62798	0.83377	0.90848	0.82977	0.26824	0.85263	0.87982
MAPK12	0.06834	0.06133	0.06622	0.07557	0.07528	0.0594	0.03944	0.06163	0.03879	0.07552	0.03747	0.053	0.06374	0.05219	0.04419	0.04311	0.03876	0.05231	0.09975	0.05177	0.0579	0.05935	0.04575	0.0476	0.06948	0.06496	0.05025	0.05191	0.05671	0.05576	0.0398	0.04491	0.05352	0.06717	0.04637	0.05401	0.04142	0.05562	0.05337	0.05198	0.0558	0.05731	0.05864	0.06525	0.05895	0.06611	0.02716	0.05616	0.07164	0.05973	0.08773	0.05952	0.05239	0.05083	0.0518	0.06187	0.0653	0.08696	0.07035	0.08634	0.05147	0.07161	0.0698	0.05139	0.07448	0.05573	0.09156	0.07275	0.04147	0.07012	0.09712	0.0775	0.06717	0.05858	0.05401	0.04951	0.07335	0.12228	0.05761	0.82425	0.06074	0.04606	0.07274	0.05689	0.09641	0.04259	0.07423	0.09593	0.06753	0.03032	0.07172	0.10183	0.08245	0.07934
MAPK14	0.19783	0.15269	0.18875	0.14648	0.20596	0.2008	0.18419	0.20796	0.15834	0.19958	0.1516	0.22671	0.18205	0.15897	0.20977	0.23112	0.15846	0.20549	0.20797	0.30933	0.18888	0.20282	0.19162	0.17681	0.13574	0.16479	0.1557	0.18317	0.24212	0.19553	0.2083	0.18912	0.20366	0.16154	0.18067	0.17095	0.20055	0.115	0.28289	0.13422	0.17216	0.2067	0.18412	0.18863	0.20179	0.16644	0.0317	0.31455	0.1392	0.19212	0.10337	0.1696	0.08237	0.08492	0.18392	0.10682	0.16941	0.13696	0.05661	0.19607	0.05491	0.1409	0.11652	0.13024	0.15809	0.14746	0.27562	0.31754	0.0788	0.18302	0.18072	0.18726	0.12715	0.17474	0.2114	0.1067	0.14858	0.10779	0.13607	0.50891	0.12983	0.33629	0.18902	0.10763	0.14368	0.10494	0.17747	0.14912	0.21933	0.10075	0.1741	0.16829	0.07275	0.17655
MAPK4	0.87797	0.81993	0.84322	0.88238	0.86919	0.83669	0.70852	0.81466	0.83513	0.8384	0.81065	0.8257	0.77485	0.79998	0.85063	0.81541	0.78301	0.83107	0.78226	0.82702	0.84401	0.80094	0.8309	0.84325	0.86399	0.79865	0.82673	0.81478	0.84546	0.83937	0.83239	0.82971	0.88813	0.83967	0.84265	0.82296	0.80171	0.80808	0.84966	0.86653	0.84357	0.8562	0.85283	0.88162	0.84993	0.85683	0.79927	0.84069	0.81307	0.76579	0.86343	0.83767	0.75722	0.82185	0.86931	0.47754	0.81064	0.77974	0.84291	0.79808	0.28583	0.7626	0.75603	0.75484	0.72424	0.77715	0.85479	0.89476	0.75965	0.83192	0.85184	0.83837	0.78797	0.88897	0.83178	0.81211	0.8367	0.69731	0.76623	0.48783	0.85096	0.79043	0.78352	0.85631	0.83215	0.68512	0.81842	0.71867	0.79994	0.82746	0.75515	0.63394	0.83793	0.85208
MAPK9	0.95757	0.9244	0.94909	0.94205	0.94969	0.93395	0.86556	0.92989	0.93656	0.91934	0.91696	0.93056	0.92182	0.90437	0.94632	0.92747	0.92497	0.93773	0.92317	0.91696	0.93666	0.93426	0.9268	0.93023	0.93388	0.92857	0.92297	0.93425	0.92706	0.92011	0.93067	0.93344	0.94852	0.94058	0.94356	0.94039	0.92402	0.93478	0.94181	0.93612	0.95151	0.94638	0.94681	0.953	0.94915	0.94547	0.93964	0.94108	0.93454	0.92404	0.91336	0.94572	0.94248	0.93069	0.93824	0.9039	0.94386	0.95001	0.95268	0.93392	0.92697	0.93302	0.94579	0.92569	0.91836	0.93534	0.94526	0.94874	0.91275	0.93406	0.95216	0.93095	0.94029	0.93706	0.93484	0.91037	0.94959	0.95988	0.93559	0.94112	0.94886	0.90818	0.91353	0.91095	0.9113	0.94654	0.91962	0.90451	0.92435	0.92253	0.91388	0.91258	0.9364	0.91843
MAS1	0.94073	0.90595	0.94021	0.92168	0.93821	0.90366	0.85132	0.9142	0.92618	0.89902	0.9175	0.90172	0.90195	0.88591	0.92263	0.90918	0.90928	0.91436	0.9044	0.90317	0.92681	0.91049	0.90709	0.90787	0.93094	0.92316	0.9016	0.91661	0.89987	0.89158	0.90342	0.90165	0.93706	0.93763	0.92618	0.92411	0.91348	0.893	0.92985	0.92179	0.92848	0.9334	0.93537	0.9562	0.94001	0.93022	0.90236	0.94306	0.90041	0.92166	0.88212	0.93269	0.92268	0.93159	0.9122	0.89356	0.93431	0.79744	0.92524	0.88512	0.69207	0.89565	0.93308	0.92386	0.8114	0.90481	0.94055	0.91703	0.85621	0.90958	0.92567	0.92323	0.82802	0.94808	0.9231	0.91523	0.91434	0.81559	0.92663	0.8208	0.92895	0.88806	0.89262	0.87485	0.86584	0.91651	0.89816	0.88755	0.89739	0.92447	0.87931	0.88109	0.87145	0.88698
MATK	0.48615	0.50983	0.53468	0.54686	0.65266	0.48207	0.29874	0.50075	0.36965	0.46607	0.38751	0.41973	0.30832	0.43176	0.4688	0.43251	0.39694	0.4169	0.54514	0.33842	0.5227	0.38539	0.41696	0.37832	0.35281	0.44278	0.32455	0.45062	0.32627	0.44486	0.42122	0.41912	0.45682	0.45169	0.43837	0.36955	0.47237	0.3403	0.44956	0.4094	0.51617	0.52306	0.45876	0.59613	0.46921	0.47243	0.6487	0.5869	0.51005	0.50406	0.27604	0.4071	0.43447	0.7273	0.36449	0.2659	0.40892	0.39275	0.46131	0.46294	0.2638	0.46486	0.6109	0.45335	0.39253	0.5424	0.36184	0.42626	0.15104	0.51451	0.49335	0.60039	0.45413	0.62437	0.50332	0.27787	0.57008	0.50328	0.42208	0.31303	0.31497	0.50841	0.54938	0.33181	0.36834	0.21335	0.24103	0.62941	0.53628	0.38068	0.5338	0.55267	0.56822	0.22856
MBD2	0.70652	0.68142	0.71215	0.69476	0.72582	0.64906	0.53214	0.64374	0.68076	0.65899	0.55977	0.67102	0.59972	0.61837	0.65132	0.66631	0.68632	0.72202	0.67267	0.63989	0.741	0.65098	0.68861	0.66379	0.53043	0.7088	0.62503	0.63771	0.70391	0.62448	0.67218	0.63088	0.63288	0.70952	0.68414	0.64751	0.59089	0.63405	0.6653	0.71003	0.64662	0.73994	0.7603	0.71148	0.70814	0.72513	0.04867	0.53519	0.57987	0.63932	0.49741	0.64819	0.53063	0.52943	0.66909	0.44125	0.62848	0.58919	0.47386	0.58643	0.27515	0.62358	0.65729	0.63271	0.61152	0.5645	0.55089	0.67516	0.51175	0.55742	0.76917	0.64209	0.58358	0.70532	0.64524	0.4591	0.67087	0.54958	0.59085	0.86067	0.58033	0.70087	0.67812	0.56972	0.65036	0.51397	0.63325	0.63424	0.6558	0.55158	0.51838	0.59768	0.49542	0.51737
MC2R	0.95367	0.93774	0.96022	0.95603	0.96287	0.9416	0.90504	0.9373	0.9511	0.93523	0.94257	0.94019	0.93273	0.92606	0.94884	0.9438	0.94464	0.95084	0.93586	0.94768	0.94716	0.94331	0.95025	0.93918	0.94648	0.93466	0.94456	0.93436	0.94704	0.92948	0.95183	0.95346	0.95361	0.94281	0.9568	0.95689	0.94423	0.95021	0.95668	0.95329	0.95712	0.9578	0.95692	0.9631	0.95521	0.9517	0.95321	0.94592	0.94888	0.92348	0.50548	0.95386	0.88482	0.91914	0.94326	0.72659	0.94207	0.95309	0.8388	0.94451	0.34674	0.93735	0.95291	0.70216	0.68033	0.88098	0.96438	0.94769	0.85794	0.95065	0.84201	0.94553	0.89036	0.95883	0.94709	0.95006	0.94497	0.65212	0.86204	0.532	0.9204	0.91183	0.93027	0.92604	0.8159	0.87548	0.9254	0.81617	0.93655	0.93366	0.91741	0.87589	0.95626	0.93049
MCAM	0.07351	0.09469	0.07481	0.08443	0.09376	0.07365	0.12358	0.07602	0.05745	0.10607	0.06986	0.07348	0.06566	0.08524	0.06306	0.09093	0.06559	0.08715	0.08211	0.04985	0.07828	0.06734	0.06872	0.05834	0.06582	0.0938	0.06753	0.06221	0.07042	0.07604	0.06377	0.07658	0.09556	0.07233	0.07287	0.0758	0.08743	0.074	0.0957	0.08037	0.09032	0.0834	0.09871	0.13937	0.04744	0.07724	0.44928	0.16648	0.09652	0.07472	0.06332	0.08317	0.06171	0.0891	0.05289	0.31805	0.0915	0.06636	0.06147	0.08716	0.03741	0.08781	0.0794	0.07871	0.06842	0.09522	0.06479	0.06349	0.0325	0.06668	0.0806	0.07735	0.07475	0.06821	0.07133	0.04912	0.11258	0.08549	0.07991	0.79941	0.07764	0.06772	0.11679	0.04887	0.0773	0.10012	0.07444	0.37219	0.1224	0.05513	0.16293	0.11215	0.08479	0.0556
MCC	0.09906	0.07715	0.09851	0.08216	0.1038	0.09136	0.05717	0.08234	0.06539	0.09685	0.05965	0.0714	0.0886	0.07658	0.07422	0.06465	0.06095	0.10177	0.10917	0.07286	0.11104	0.10469	0.06943	0.08196	0.08299	0.06841	0.07828	0.06389	0.09553	0.0916	0.07909	0.05539	0.05971	0.08861	0.07246	0.06429	0.06642	0.07717	0.06773	0.09223	0.08408	0.09892	0.09439	0.06514	0.08386	0.06761	0.02709	0.07463	0.06781	0.07344	0.42307	0.08648	0.06062	0.05753	0.05879	0.05124	0.08529	0.06824	0.08493	0.07372	0.1004	0.07334	0.0613	0.08525	0.08423	0.06171	0.10442	0.09088	0.03473	0.09569	0.08439	0.09295	0.06924	0.08252	0.09013	0.06997	0.12908	0.07133	0.05336	0.04804	0.0779	0.10279	0.11064	0.09663	0.12508	0.07886	0.0529	0.08014	0.08689	0.0409	0.07122	0.1094	0.09387	0.0652
MCM2	0.07089	0.06393	0.07702	0.05626	0.07995	0.06902	0.05435	0.0546	0.04583	0.07119	0.04767	0.06025	0.061	0.05445	0.04947	0.0524	0.04726	0.06552	0.08926	0.09433	0.07037	0.05491	0.05439	0.05054	0.05247	0.04475	0.05956	0.06904	0.06975	0.06915	0.05193	0.06043	0.06369	0.07327	0.07103	0.06524	0.05675	0.05649	0.0674	0.06301	0.06789	0.07201	0.07229	0.0634	0.07403	0.07267	0.02892	0.04483	0.05352	0.05284	0.06568	0.05958	0.04127	0.0511	0.03863	0.02582	0.04532	0.06014	0.04673	0.0545	0.07243	0.04696	0.06331	0.06123	0.14189	0.04167	0.0685	0.05985	0.02161	0.05882	0.06965	0.05777	0.063	0.07489	0.05739	0.04408	0.05665	0.07983	0.05891	0.68257	0.05227	0.06692	0.08019	0.06374	0.08336	0.08138	0.05433	0.078	0.07404	0.0485	0.05042	0.10354	0.0611	0.05753
MCM6	0.11631	0.07703	0.10439	0.08727	0.09582	0.08423	0.04179	0.09958	0.06485	0.07963	0.06355	0.07496	0.08096	0.07205	0.06363	0.06475	0.05577	0.06663	0.12081	0.10682	0.12291	0.10324	0.05663	0.08018	0.07007	0.05645	0.06318	0.07192	0.07625	0.11045	0.07215	0.06236	0.06826	0.10093	0.06619	0.08501	0.058	0.05306	0.08293	0.08509	0.08498	0.09592	0.09407	0.15827	0.09524	0.09957	0.22647	0.07783	0.05773	0.07919	0.07701	0.08984	0.08249	0.04843	0.06141	0.06335	0.06019	0.08931	0.08639	0.05707	0.05189	0.07813	0.05962	0.07181	0.08577	0.05346	0.1013	0.06034	0.02038	0.07353	0.06378	0.07557	0.04509	0.06144	0.07119	0.04669	0.0687	0.10669	0.04899	0.05	0.06038	0.16901	0.09597	0.11006	0.09132	0.10149	0.06526	0.08302	0.10978	0.0625	0.08201	0.11616	0.12271	0.07975
ABCB1	0.03858	0.05367	0.054	0.04769	0.05579	0.05001	0.03895	0.04515	0.04538	0.05231	0.05161	0.06473	0.05174	0.05659	0.06289	0.04689	0.07126	0.05928	0.06801	0.04962	0.06765	0.1029	0.07568	0.0538	0.03948	0.04468	0.04748	0.06078	0.0542	0.06632	0.06214	0.0504	0.0455	0.05811	0.05017	0.08066	0.05412	0.06057	0.05414	0.05181	0.07162	0.05829	0.06876	0.0408	0.05889	0.05205	0.04078	0.07161	0.24705	0.04076	0.03693	0.06138	0.03392	0.03445	0.37071	0.84764	0.04832	0.89932	0.03412	0.0761	0.03378	0.04652	0.45815	0.05191	0.06616	0.02304	0.60621	0.04439	0.77393	0.27719	0.04006	0.05008	0.04762	0.03646	0.048	0.84995	0.49712	0.04178	0.08708	0.81305	0.48918	0.24205	0.04725	0.34489	0.4629	0.44945	0.06749	0.77839	0.21673	0.49797	0.78077	0.04373	0.04724	0.64998
